"","title","genres","release_date","release_country","movie_rating","review_rating","movie_run_time","plot","cast","language","filming_locations","budget","lon","lat"
"1544","WNUF Halloween Special (2013)","Comedy| Horror","18-Oct-13","USA","NOT RATED",6.7,"83 min","Directed by Chris LaMartina, James Branscome, Shawn Jones. With Paul Fahrenkopf, Aaron Henkin, Nicolette le Faye, Leanna Chamish. Originally broadcast live on October 31, 1987, the 'WNUF Halloween Special' is a stunning expose of terrifying supernatural activity that unfolded at the infamous Webber House, the site of ghastly murders. Local television personality Frank Stewart leads a group of paranormal investigators including Catholic exorcist, Father Joseph Matheson and the prolific husband-and-wife team Louis and Claire ...","Paul Fahrenkopf|Aaron Henkin|Nicolette le Faye|Leanna Chamish|Richard Cutting|Brian St. August|Helenmary Ball|Robert Long II|Sabrina Taylor-Smith|Thomas Lee Johnson|Kendra North|Frederick Cowie|Bob Creager|Ron LaMartina|George Stover","English","Baltimore, Maryland, USA","$1,500",-76.6121893,39.2903848
"1545","Bigfoot: The Lost Coast Tapes (2012)","Horror| Mystery| Thriller","26-Oct-12","USA","NOT RATED",4.5,"90 min","Directed by Corey Grant. With Drew Rausch, Rich McDonald, Ashley Wood, Noah Weisberg. After a ""Bigfoot Hunter"" claims to possess the body of a dead Sasquatch, a disgraced investigative journalist stakes his comeback -- and the lives of his documentary film crew -- on proving the find to be a hoax.","Drew Rausch|Rich McDonald|Ashley Wood|Noah Weisberg|Frank Ashmore|Rowdy Kelley|Japheth Gordon|Sweetie Sherrié|Alan Carnes|Brittani Ebert|Loren Lester|Travis McHenry|Chrisón Thompson|Donal Thoms-Cappello","English","Eureka, California, USA",NA,-124.1636729,40.8020712
"1546","Don't Blink (2014)","Horror| Mystery| Thriller","18-Sep-14","USA","NOT RATED",4.8,"92 min","Directed by Travis Oates. With Mena Suvari, Joanne Kelly, Brian Austin Green, Robert Picardo. Ten people arrive at a secluded mountain resort to find it completely deserted. With no gas for the return trip, the visitors are forced to stay and investigate the mystery surrounding the abandoned lodge.","Mena Suvari|Joanne Kelly|Brian Austin Green|Robert Picardo|Zack Ward|Fiona Gubelmann|David de Lautour|Leif Gantvoort|Samantha Jacober|Boots Southerland|Curtiss Frisle|Emelie O'Hara|Nathan Lorbietzki","English","Ruidoso, New Mexico, USA",NA,-105.6588485,33.3672525
"1547","All Girls Weekend (2016)","Action| Adventure| Horror| Thriller","12-Jul-16","USA",NA,5.6,"85 min","Directed by Lou Simon. With Jamie Bernadette, Katie Carpenter, Gema Calero, Karishma Lakhani. High school friends reunite after many years to spend a weekend in the mountains, but when everything goes wrong, there is no time for girl bonding.","Jamie Bernadette|Katie Carpenter|Gema Calero|Karishma Lakhani|Sharron Calvin|Hannah Gourdine|Michele Gourdine","English","Atlanta, Georgia, USA",NA,-84.3879824,33.7489954
"1548","White God (2014)","Drama| Fantasy| Horror| Thriller","12-Jun-14","Hungary","R",6.9,"121 min","Directed by Kornél Mundruczó. With Zsófia Psotta, Sándor Zsótér, Lili Horváth, Szabolcs Thuróczy. Thirteen-year-old Lili fights to protect her dog Hagen. She is devastated when her father eventually sets Hagen free on the streets. Still innocently believing love can conquer any difficulty, Lili sets out to find her dog and save him.","Zsófia Psotta|Sándor Zsótér|Lili Horváth|Szabolcs Thuróczy|Lili Monori|Gergely Bánki|Tamás Polgár|Károly Ascher|Tsogbaatar Batzorig|Erika Bodnár|Body|Bence Csepeli|János Derzsi|Ruby Ben Eli|Csaba Faix","Hungarian|English","Hungary","HUF 700,000,000",19.5033041,47.162494
"1549","Antiviral (2012)","Horror| Sci-Fi| Thriller","13-Feb-13","France","NOT RATED",5.7,"108 min","Directed by Brandon Cronenberg. With Caleb Landry Jones, Lisa Berry, Sarah Gadon, Malcolm McDowell. In a blackly satirical near future, a thriving industry sells celebrity illnesses to their obsessed fans. Employee Syd March's attempts to exploit the system backfire when they involve him in a potentially deadly mystery.","Caleb Landry Jones|Sarah Gadon|Lisa Berry|Douglas Smith|Nenna Abuwa|Donna Goodhand|Adam Bogen|Salvatore Antonio|Matt Watts|Dawn Greenhalgh|Katie Bergin|Nicholas Campbell|Lara Jean Chorostecki|Reid Morgan|Elitsa Bako","English","Bel-Air Grill, 673 Barton Street East, Hamilton, Ontario, Canada","CAD 3,200,000",-79.8359037,43.2565186
"1550","Indigenous (2014)","Horror","5-Jan-16","USA","R",5.3,"86 min","Directed by Alastair Orr. With Zachary Soetenga, Lindsey McKeon, Sofia Pernas, Pierson Fode. American Tourists travel to Panama and have a very terrifying experience.","Zachary Soetenga|Lindsey McKeon|Sofia Pernas|Pierson Fode|Jamie Anderson|Mark Steger|Juanxo Villaverde|Laura Penuela|Jaime Newball|Ana Alejandra Carrizo|Michael Mealor|Yana Galuz","English|Spanish","Panama",NA,-80.782127,8.537981
"1551","The Faith of Anna Waters (2016)","Drama| Horror| Mystery| Thriller","6-May-16","USA","TV-MA",3.8,"95 min","Directed by Kelvin Tong. With Daeng Amer Omar, Darius Tan, Colin Borgonon, Elizabeth Rice. When young and successful reporter Jamie finds out that her sister has died in mysterious circumstances, she travels to Singapore to uncover the truth. There, she discovers multiple deaths linked to her sister's and must join forces with her sister's husband in order to defeat a demonic entity that is using new technology to complete an ancient mission.","Daeng Amer Omar|Darius Tan|Colin Borgonon|Elizabeth Rice|Dylan Jenkins|Sharon Frese|Jaymee Ong|Rayann Condy|Prem John|Daniel Jenkins|Augusta|Adina Herz|Matthew Settle|Adrian Pang|Gus Donald","English","Singapore",NA,103.819836,1.352083
"1552","The Day (2011)","Action| Drama| Horror| Sci-Fi| Thriller","20-Sep-12","Russia","R",5.2,"87 min","Directed by Douglas Aarniokoski. With Shawn Ashmore, Brianna Barnes, Ashley Bell, Brayden Edwards. A group of five people working to stay alive in a post-apocalyptic future discover what they think is a safe, abandoned farmhouse, but they soon find themselves fighting to stay alive as a gang of bloodthirsty predators attack.","Shawn Ashmore|Brianna Barnes|Ashley Bell|Brayden Edwards|Michael Eklund|Steffi Hagel|Cory Hardrict|Dominic Monaghan|Shimon Moore|Shannyn Sossamon|Kassidy Verreault|Robert Baldwin|Frank Beaudoin|Patrick Beriault|Patrick Blais","English","Ottawa, Ontario, Canada",NA,-75.6971931,45.4215296
"1553","Muck (2015)","Horror","17-Feb-16","Philippines","NOT RATED",2.6,NA,"Directed by Steve Wolsh. With Lachlan Buchanan, Puja Mohindra, Bryce Draper, Stephanie Danielson. After narrowly escaping an ancient burial ground, a group of friends find themselves trapped between two evils, forcing them to fight, die, or go back the way they came.","Lachlan Buchanan|Puja Mohindra|Bryce Draper|Stephanie Danielson|Laura Jacobs|Grant Alan Ouzts|Lauren Francesca|Jaclyn Swedberg|Gia Skova|Audra Van Hees|Ashley Green Elizabeth|Peter Hart|Victoria Sophia|Leila Knight|Victoria Meincke","English","Cape Cod, Massachusetts, USA",NA,-70.2962408,41.6687897
"1554","Outpost: Black Sun (2012)","Action| Horror| Sci-Fi","2012","UK","NOT RATED",5,"101 min","Directed by Steve Barker. With Catherine Steadman, Richard Coyle, Ali Craig, Nick Nevern. The year is 1945, the closing stages of WW2, and a German scientist by the name of Klausener is working on a frightening new technology that has the power to create an immortal Nazi army. Flash forward to present day, and a NATO task force is hurriedly deployed to Eastern Europe, where a sinister enemy appears to be mercilessly killing everything in its path. But this is no ordinary foe. Only ...","Catherine Steadman|Richard Coyle|Ali Craig|Nick Nevern|Daniel Caltagirone|Gary McDonald|Johnny Meres|Julian Wadham|Michael Byrne|Domenic Pontone|Clive Russell|John P. Arnold|Philip Barratt|Martin Bell|Paul Birchard","English","Dumfries & Galloway, Scotland, UK","$3,000,000",-3.60512,55.070859
"1555","Willow Creek (2013)","Horror| Mystery| Thriller","2-May-14","UK","UNRATED",5.1,"80 min","Directed by Bobcat Goldthwait. With Alexie Gilmore, Bryce Johnson, Laura Montagna, Bucky Sinister. From celebrated Director Bobcat Goldthwait comes this edge of your seat horror that will make you think twice before going into the woods.","Alexie Gilmore|Bryce Johnson|Laura Montagna|Bucky Sinister|Peter Jason|Timmy Red|Steven Streufert|Shaun L. White Guy Sr.|Nita Rowley|Tom Yamarone","English","Willow Creek, California, USA",NA,-123.6314412,40.9395774
"1556","The Sleep Curse (2017)","Horror","26-May-17","Hong Kong",NA,6.2,"102 min","Directed by Herman Yau. With Anthony Chau-Sang Wong, Michelle Wai, Jojo Goh, Ka Tung Lam. In 1990, Neurologist Lam Sik-ka and his former flame suffer from the generational sleep curse that rooted in their both families war engagement during World War Two. Lam Sik-ka tries to save her flame from the grudge.","Anthony Chau-Sang Wong|Michelle Wai|Jojo Goh|Ka Tung Lam|Bryant Ji-Lok Mak|Ikki Funaki","Cantonese|Japanese","George Town, Penang, Malaysia",NA,100.3091,5.4356367
"1557","Occupants (2015)","Horror| Sci-Fi| Thriller","14-Dec-15","USA",NA,6.9,"81 min","Directed by Russ Emanuel. With Robert Picardo, Briana White, Michael Pugliese, Chalet Lizette Brannan. A documentarian named Annie has roped her husband into a project that involves setting up cameras throughout their house. Complications arise when the cameras start showing that same couple in an alternate universe.","Robert Picardo|Briana White|Michael Pugliese|Chalet Lizette Brannan|Aaron Retford|Jennifer Durst|Chris Winters|Scott Brown|Edward Alma|Norie Varga|Isaak Gracia|Cécile Calichon|G. Larry Butler|Ava Justin|Eleanor Boddie","English","Los Angeles, California, USA",NA,-118.2436849,34.0522342
"1558","Slasher.com (2017)","Horror| Thriller","16-Jan-17","UK",NA,3.4,"89 min","Directed by Chip Gubera. With Jewel Shepard, R.A. Mihailoff, Ben Kaplan, Morgan Carter. After meeting online, Jack and Kristy go on a weekend getaway to the woodlands of rural Missouri. While discovering each other, they soon learn of the terrorizing horrors that the forest has in store.","Jewel Shepard|R.A. Mihailoff|Ben Kaplan|Morgan Carter|Delious|Rebecca Crowley|Adam Boster|Greg Allers|Jace Boster|Danny DeVine|Conrad Gubera|Travis Hierholzer|Jason C. Jones|Josh Kaplan|Sarah Kaplan","English","Columbia, Missouri, USA",NA,-92.3340724,38.9517053
"1559","Pod (2015)","Horror| Mystery| Thriller","28-Aug-15","USA","R",4.3,"76 min","Directed by Mickey Keating. With Lauren Ashley Carter, Dean Cates, Brian Morvant, Larry Fessenden. A family intervention goes horrifically awry within the snowy confines of an isolated lake house.","Lauren Ashley Carter|Dean Cates|Brian Morvant|Larry Fessenden|John Weselcouch|Forrest McClain","English","Maine, USA",NA,-69.4454689,45.253783
"1560","Unnatural (2016)","Action| Horror| Thriller","16-Oct-16","USA","R",4,"89 min","Directed by Hank Braxtan. With James Remar, Sherilyn Fenn, Ron Carlson, Graham Greene. Global climate change prompts a scientific corporation to genetically modify Alaskan polar bears with horrific and deadly results.","James Remar|Sherilyn Fenn|Ron Carlson|Graham Greene|Allegra Carpenter|Ray Wise|Ivana Korab|Q'orianka Kilcher|Stephanie Hodes|Gregory Cruz|Mark Hodos|Luke Martino|Ron Martino","English","Fairbanks, Alaska, USA","$3,000,000",-147.7163888,64.8377778
"1561","Apartment 1303 3D (2012)","Horror","25-Jul-13","USA","R",2.6,"85 min","Directed by Michael Taverna. With Mischa Barton, Julianne Michelle, Rebecca De Mornay, Corey Sevier. A modern ghost story which turns a love/hate relationship between mother and daughter into a tale of horror. Some rentals are too good to be true.","Mischa Barton|Julianne Michelle|Rebecca De Mornay|Corey Sevier|Madison McAleer|Gordon Masten|Grace Savage|John Diehl|Kathleen Mackey|Katherine Cleland|Jessica Malka|Antoine Yared","English","Montréal, Québec, Canada","$5,000,000",-73.567256,45.5016889
"1562","Infini (2015)","Horror| Sci-Fi| Thriller","20-May-15","Philippines","R",5.4,"110 min","Directed by Shane Abbess. With Daniel MacPherson, Grace Huang, Luke Hemsworth, Luke Ford. An elite 'search and rescue' team transport onto an off-world mining-facility to rescue Whit Carmichael, the lone survivor of a biological outbreak.","Daniel MacPherson|Grace Huang|Luke Hemsworth|Luke Ford|Bren Foster|Dwaine Stevenson|Harry Pavlidis|Louisa Mignone|Kevin Copeland|Richard Huggett|Tess Haubrich|Matt Minto|Andy Rodoreda|Paul Winchester|Brendan Clearkin","English","New South Wales, Australia","$800,000",146.921099,-31.2532183
"1563","The Walking Deceased (2015)","Comedy| Horror","20-Mar-15","USA","R",3.4,"88 min","Directed by Scott Dow. With Tim Ogletree, Joey Oglesby, Troy Ogletree, Dave Sheridan. When a police officer wakes up in a hospital to find out he is in the middle of a zombie apocalypse, he will do anything to find his family, even sacrifice Twitter.","Tim Ogletree|Joey Oglesby|Troy Ogletree|Dave Sheridan|Sophia Ali|Danielle Garcia|Mason Dakota Galyon|Andrew Pozza|Jacqui Holland|Richard Lukens|Martha Prentiss|Trenton Rostedt|Michael Jastroch|Wray Crawford|Cassandra Lazenby","English","Wonderland of the Americas Mall, San Antonio, Texas, USA","$1,250,000",-98.5510249,29.4927889
"1564","Out of the Dark (2014)","Horror| Thriller","10-Apr-15","Mexico","R",4.7,"92 min","Directed by Lluís Quílez. With Julia Stiles, Scott Speedman, Stephen Rea, Pixie Davies. A couple and their daughter move to Colombia to take over a family manufacturing plant, only to realize their new home is haunted.","Julia Stiles|Scott Speedman|Stephen Rea|Pixie Davies|Vanesa Tamayo|Alejandro Furth|Alvaro García Trujillo|Elkin Díaz|María Fernanda Yépes|Frank Cuervo|Julián Bustamante|Edgar Duran|Beatriz Elena Ángel|Jhoceb Andrés Primo|Vanessa Alexandra Matoma","English","Bogotá, Colombia",NA,-74.072092,4.7109886
"1565","Welcome to Willits (2016)","Horror| Sci-Fi","22-Sep-17","USA","NOT RATED",3.9,"82 min","Directed by Trevor Ryan. With Bill Sage, Chris Zylka, Anastasia Baranova, Sabina Gadecki. Deep in the Northern California woods, in the heart of the notorious Emerald Triangle, lies a remote cabin. The residents struggle to fight off the repeated attacks and abductions by mysterious creatures that have plagued them for years. When a local pot farmer is caught up with a wayward group of campers the situation quickly escalates into total carnage.","Bill Sage|Chris Zylka|Anastasia Baranova|Sabina Gadecki|Garrett Clayton|Thomas Dekker|Karrueche Tran|Keelin Woodell|Rory Culkin|Dolph Lundgren|Serge Levin|Shad Gaspard|Tim Ryan|Joe LoCicero|John D. Hickman","English","Louisiana, USA",NA,-91.9623327,30.9842977
"1566","The Pack (2015)","Horror| Thriller","5-Feb-16","USA","NOT RATED",5,"90 min","Directed by Nick Robertson. With Jack Campbell, Anna Lise Phillips, Katie Moore, Hamish Phillips. A farmer and his family must fight for survival after a ferocious pack of wild dogs infiltrates their isolated farmhouse. Through a series of frightening and bloody encounters they are forced into survival mode to make it through the night.","Jack Campbell|Anna Lise Phillips|Katie Moore|Hamish Phillips|Charles Mayer|Kieran Thomas McNamara|Renne Araujo|Dianna Buckland","English","Adelaide Studios, 226 Fullarton Road, Glenside, Australia",NA,138.627833,-34.9431005
"1567","Let's Be Evil (2016)","Horror| Sci-Fi| Thriller","5-Aug-16","USA","NOT RATED",5,"82 min","Directed by Martin Owen. With Jamie Bernadette, Kara Tointon, Isabelle Allen, Elliot James Langridge. A vision of augmented reality.","Jamie Bernadette|Kara Tointon|Isabelle Allen|Elliot James Langridge|Elizabeth Morris|Brooke Johnston|Helene Maksoud|Jonathan Willis|Martin Owen|Paul Casar|Sophie Willis|Billie Wilson|Wes Ritter|Natasha Moore|Aimee Wright",NA,"Kelvedon Hatch Nuclear Bunker, Kelvedon Hatch, Brentwood, Essex, England, UK",NA,0.2571773,51.6724329
"1568","The Editor (2014)","Comedy| Horror| Mystery","18-Oct-14","USA","NOT RATED",6.1,"95 min","Directed by Adam Brooks, Matthew Kennedy. With Paz de la Huerta, Adam Brooks, Matthew Kennedy, Conor Sweeney. A film editor gets embroiled in a string of murders.","Paz de la Huerta|Adam Brooks|Matthew Kennedy|Conor Sweeney|Udo Kier|Laurence R. Harvey|Jerry Wasserman|Samantha Hill|Kevin Anderson|Brett Donahue|Tristan Risk|Dan Bern|Sheila Campbell|Brent Neale|Jasmine Mae","English","Winnipeg, Manitoba, Canada","CAD 130,000",-97.1383744,49.895136
"1569","Goddess of Love (2015)","Drama| Horror| Mystery| Thriller","31-Aug-15","UK",NA,5.4,"93 min","Directed by Jon Knautz. With Alexis Kendra, Woody Naismith, Elizabeth Sandy, Monda Scott. A mentally unstable woman begins a volatile descent into madness when she suspects her lover has left her for another woman.","Alexis Kendra|Woody Naismith|Elizabeth Sandy|Monda Scott|Hugh Westbourne|Richard Velton|Anna Logan|Ray Grady|Renda Mishalany|Dale Brandenburg|Rachel Alig|Deana Ricks|Janet Peters|Terrance Wentz|Katrina Elizabeth","English","Los Angeles, California, USA",NA,-118.2436849,34.0522342
"1570","Lucifer (2016)","Horror| Thriller","2016","USA",NA,7.7,NA,"Directed by Tiffany Castro. With Ryan Kelley, Jessica Morris, Peter Murnik, Abigail Zoe Lewis. A young caretaker believes her family is being tormented by the devil, after she agrees to write the chilling story of a patient haunted by the relentless demonic being.","Ryan Kelley|Jessica Morris|Peter Murnik|Abigail Zoe Lewis|Dave Vescio|Tay Zonday|Levi Ashlyn|Adriana Castillo|Lynn Wanlass|Dia Tequali|Jason Horton|Monique Marie Gelineau|Reggie De Morton|Olivia Freeman","English","Los Angeles, California, USA",NA,-118.2436849,34.0522342
"1571","Always Watching: A Marble Hornets Story (2015)","Horror","7-Apr-15","USA","R",4.8,"92 min","Directed by James Moran. With Alexandra Breckenridge, Chris Marquette, Jake McDorman, Doug Jones. A small town news team discovers a box of video tapes where a faceless figure dressed in a dark suit, haunts and torments a family... slowly driving them insane. Soon after, they realize that the ""Operator"" has begun to stalk them as well.","Alexandra Breckenridge|Chris Marquette|Jake McDorman|Doug Jones|Michael Bunin|Alexandra Holden|Morgan Bastin|Elizabeth Payne|Damon Gupton|Tim Seitter|Mark Christopher Lawrence|Rick Otto|David Pevsner|Kathryn Gordon|Cynthia Murell","English","Los Angeles, California, USA",NA,-118.2436849,34.0522342
"1572","A Closer Walk with Thee (2017)","Drama| Horror","28-Feb-17","USA",NA,5.1,"90 min","Directed by John C. Clark, Brie Williams. With Aj Knight, Gregory Shelby, Kelsey Boze, Megan Hensley. A homoerotic Evangelical exorcism film.","Aj Knight|Gregory Shelby|Kelsey Boze|Megan Hensley|Deborah Venegas|Deanna Fleysher|Alexandrea Owens|William Guirola|Brian Sonia-Wallace|Derek Poppe|Taylor Napier|Stephanie Alamillo|Nakia Bell|Trixie Cantact|Thomas R. Clark","English","Los Angeles, California, USA","$35,000",-118.2436849,34.0522342
"1573","Grabbers (2012)","Comedy| Horror| Sci-Fi| Thriller","10-Aug-12","Ireland","NOT RATED",6.3,"94 min","Directed by Jon Wright. With Richard Coyle, Ruth Bradley, Russell Tovey, Lalor Roddy. When an island off the coast of Ireland is invaded by bloodsucking aliens, the heroes discover that getting drunk is the only way to survive.","Richard Coyle|Ruth Bradley|Russell Tovey|Lalor Roddy|David Pearse|Bronagh Gallagher|Pascal Scott|Clelia Murphy|Louis Dempsey|Micheál Ó Gruagáin|Ned Dennehy|Stuart Graham|Killian Coyle|Michael Hough|Jonathan Ryan","English","Rathlin Island, Co Antrim, Northern Ireland, UK","£4,000,000",-6.2072795,55.2979489
"1574","Night of the Templar (2013)","Horror| Mystery","4-Feb-13","UK",NA,6.6,"101 min","Directed by Paul Sampson. With Paul Sampson, David Carradine, Udo Kier, Norman Reedus. Medieval knight Lord Gregoire, who has been betrayed by his own advisor and warriors for an abundance of gold and riches, vows that after these traitors revel in ten life-times of excess, he will have his bloody revenge.","Paul Sampson|David Carradine|Udo Kier|Norman Reedus|Billy Drago|Max Perlich|Nick Jameson|Jack Donner|Ingrid Sonray|Lisa Gleave|Sofie Norman|Mary Christina Brown|Hrach Titizian|Assaf Cohen|Nick Wall","English","Agua Dulce Movie Ranch - 34855 Petersen Road, Agua Dulce, California, USA","$3,230,000",-118.320586,34.524667
"1575","The Last Days (2013)","Adventure| Horror| Sci-Fi| Thriller","27-Mar-13","Spain","UNRATED",6.2,"100 min","Directed by David Pastor, Àlex Pastor. With Quim Gutiérrez, Jose Coronado, Marta Etura, Leticia Dolera. 2013. A mysterious epidemic spreads across the planet; humanity develops an irrational fear of open spaces which causes death within seconds. Soon, the entire global populace is trapped inside buildings. As Barcelona descends into chaos, Marc sets off on a quest to find Julia, his missing girlfriend - without ever venturing outside.","Quim Gutiérrez|Jose Coronado|Marta Etura|Leticia Dolera|Mikel Iglesias|Ivan Massagué|Pere Ventura|Lluís Soler|Abdelatif Hwidar|Farah Hamed|Lily Morett|Isak Férriz|Pere Brasó|Momo Ballesteros|Albert Prat","Spanish|Catalan","Barcelona, Catalonia, Spain","€5,000,000",2.1734035,41.3850639
"1576","Shark Exorcist (2015)","Horror","14-Aug-15","USA",NA,1.5,"71 min","Directed by Donald Farmer. With Angela Kerecz, Bobby Kerecz, James Balsamo, Alaine Huntington. A demonic nun unleashes holy hell when she summons the devil to possess a great white shark.","Angela Kerecz|Bobby Kerecz|James Balsamo|Alaine Huntington|Roni Jonah|Christy Moritz|Channing Dodson|Lexi Nimmo|Julia Contrenchis|Glynne Blackwell|Brad Blanchard|Bubba Bradley|Madison Carney|Jessica Drew Chastain|Donald Farmer","English","Paris, Tennessee, USA","$300,000",-88.3267107,36.3020023
"1577","Let Us Prey (2014)","Horror| Thriller","12-Jun-15","Ireland","NOT RATED",5.7,"92 min","Directed by Brian O'Malley. With Liam Cunningham, Pollyanna McIntosh, Bryan Larkin, Hanna Stanbridge. Held in a remote police station, a mysterious stranger takes over the minds and souls of everyone inside.","Liam Cunningham|Pollyanna McIntosh|Bryan Larkin|Hanna Stanbridge|Douglas Russell|Niall Greig Fulton|Jonathan Watson|Brian Vernel|James McCreadie|Sophie Stephanie Farmer|Andrew Parker|Holly Beattie|Katie Gilbourne|Max McCarthy|Ellen Keaveney","English","Ireland",NA,-7.6920536,53.1423672
"1578","The Remains (2016)","Horror| Thriller","5-Aug-16","USA",NA,3.7,"85 min","Directed by Thomas Della Bella. With Todd Lowe, Brooke Butler, Hannah Nordberg, Dash Williams. After a family moves into an old Victorian home, they discover a chest in the attic containing antiques tainted by a malevolent spirit. As the antiques slowly possess each family member, the spirit grows stronger, hellbent on kidnapping the children.","Todd Lowe|Brooke Butler|Hannah Nordberg|Dash Williams|Ashley Crow|Samuel Larsen|Maria Olsen|Lisa Brenner|Nikki Hahn|Jenni Blong|Ian Duncan|Courtney Cunningham|Clayton Hoff|Tava Smiley|Chris Goodman","English","Monrovia, California, USA",NA,-118.0019482,34.1442616
"1579","The Night Before (2017)","Horror","19-Sep-17","USA",NA,6.5,"81 min","Directed by Brett Bentman. With Steven Michael Quezada, Rachel G. Whittle, Kimi Acosta, Tom Zembrod. On the night before Halloween, a single mother and her daughter are taken captive in a strange home.","Steven Michael Quezada|Rachel G. Whittle|Kimi Acosta|Tom Zembrod|Tiffany McEvers|Eric Hanson|Jill Waterston|Drew Farmer|Cliff McClelland|Chip Llorens|Francesca Casella Donoian|Alexis Cary|Lauren Cary|Ainslee Waterston|Cory McDonald","English","Dallas, Texas, USA",NA,-96.7969879,32.7766642
"1580","Crazy Lake (2016)","Comedy| Horror","1-Oct-17","USA","NOT RATED",3.8,"80 min","Directed by Jason Henne, Christopher Leto. With Ashley Nicole Allen, Libby Blanton, Michael Ray Davis, Will Dehaan. Group of coeds go looking for fun at cabin on the lake and find the cabin wasn't always used for rest and relaxation.","Ashley Nicole Allen|Libby Blanton|Michael Ray Davis|Will Dehaan|Marco DelVecchio|Caulin Donaldson|Keily Fernandez|Jason Henne|Graham Hunt|Heather Jean|Skyler Joy|Allis Bodziak|Tom Latimer|Marvin Laviolette|Leyla Lawrence","English","Tampa, Florida, USA","$285,000",-82.4571776,27.950575
"1581","Recovery (2016)","Horror| Thriller","28-Oct-16","USA","R",4.6,"82 min","Directed by Darrell Wheat. With Kirby Bliss Blanton, Samuel Larsen, Rachel DiPillo, Sandy Valles. The night before their high school graduation, Jessie and her friends are guided by a 'Find My iPhone' app to recover her lost device from a house whose demented tenants are hell bent on making her a flesh and blood member of the family.","Kirby Bliss Blanton|Samuel Larsen|Rachel DiPillo|Sandy Valles|James Landry Hébert|Joey Abril|Michael Filipowich|Alex Shaffer|John Pirruccello|Lucas Paz|Juliana A. Morgan|Malice McMunn|Shawana Carter|Sean Tabibian|Cooper Karn","English","Los Angeles, California, USA",NA,-118.2436849,34.0522342
"1582","III: The Ritual (2015)","Drama| Horror| Thriller","23-Oct-15","Germany",NA,5,"80 min","Directed by Pavel Khvaleev. With Polina Davydova, Lyubov Ignatushko, Evgeniy Gagarin, Andrey Abramichev. A small European town, where sisters Ayia and Mirra live, gets struck down by an unknown disease which takes many lives. Following their mother's death, the younger sister falls ill. Having realized that conventional medicine is useless in the face of the sister's disease, Ayia seeks help from Father Herman, a parish priest and a close family friend. In his house she finds books that are very far...","Polina Davydova|Lyubov Ignatushko|Evgeniy Gagarin|Andrey Abramichev","Russian","Marburg, Hessen, Germany",NA,8.7667933,50.8021728
"1583","Sicilian Vampire (2015)","Crime| Drama| Horror| Thriller","10-Sep-15","USA",NA,8.1,"124 min","Directed by Frank D'Angelo. With Vittorio Altomare, Armand Assante, Daniel Baldwin, James Caan. Equal parts Goodfellas and Dusk till Dawn. A reputed mobster Sonny Trafficante was hoping to get away to the family hunting lodge for a little rest and relaxation and create some memories. Instead what he got was a night he will never forget.","Vittorio Altomare|Armand Assante|Daniel Baldwin|James Caan|Matthew Chalmers|George Chuvalo|Frank D'Angelo|Robert Davi|Ellen Dubin|Phil Esposito|Lina Giornofelice|Daryl Hannah|Robin Sue Hertz Hemple|Art Hindle|Nina Iordanova","English","Hamilton, Ontario, Canada",NA,-79.8711024,43.2557206
"1584","Devil's Due (2014)","Horror| Mystery| Thriller","17-Jan-14","USA","R",4.1,"89 min","Directed by Matt Bettinelli-Olpin, Tyler Gillett. With Allison Miller, Zach Gilford, Sam Anderson, Roger Payano. After a mysterious, lost night on their honeymoon, a newlywed couple finds themselves dealing with an earlier-than-planned pregnancy.","Allison Miller|Zach Gilford|Sam Anderson|Roger Payano|Vanessa Ray|Bill Martin Williams|Geraldine Singer|Julia Denton|Colin Walker|Madison Wolfe|Joshua Shane Brooks|Aimee Carrero|Robert Belushi|DeMaris Gordon|Donna Duplantier","English|Spanish|Latin","Zoetry Agua Punta Cana, Dominican Republic","$7,000,000",-68.609152,18.838092
"1585","1920 London (2016)","Horror| Mystery","6-May-16","USA",NA,4.1,"120 min","Directed by Dharmendra Suresh Desai. With Sharman Joshi, Meera Chopra, Vishal Karwal, Surendra Pal. After her husband is possessed by an evil spirit, a woman turns to her former lover to perform an exorcism.","Sharman Joshi|Meera Chopra|Vishal Karwal|Surendra Pal|Charu Rohatgi|Sushmita Mukherjee|Siraj Mustafa|Jalpa Bhatt|Jagat Rawat|Vishal Malhotra|Dinesh Mehta|Kamal Adib|Jyoti Chudasma|Mansi|Sujay Hulchal","Hindi","Mahabat Maqbara, Junagadh, Gujarat, India",NA,70.460163,21.5271978
"1586","Pitchfork (2016)","Horror","13-Jan-17","USA","NOT RATED",3,"94 min","Directed by Glenn Douglas Packard. With Daniel Wilkinson, Brian Raetz, Lindsey Nicole, Ryan Moore. After sharing a secret about himself, Hunter brings a group of friends from NYC back to his family farm for a weekend break. They quickly learn that secrets can be deadly as they are stalked by a twisted and disturbed beast, Pitchfork.","Daniel Wilkinson|Brian Raetz|Lindsey Nicole|Ryan Moore|Celina Beach|Nicole Dambro|Keith Webb|Sheila Leason|Vibhu Raghave|Rachel Carter|Andrew Dawe-Collins|Derek Reynolds|Carol Ludwick|Addisyn Wallace|Anisbel Lopez","English","Clare, Michigan, USA",NA,-84.7686281,43.8194703
